id,sensor_id,location,temperature,humidity,status,is_anomaly,timestamp
4029,S004,Warehouse,18.66,62.77,Normal,0,2024-01-20 14:16:00
4030,S005,Office,21.35,49.57,Normal,0,2024-01-20 14:18:00
4031,S001,Server Room,21.48,44.56,Normal,0,2024-01-20 14:20:00
4032,S002,Server Room,19.22,46.5,Normal,0,2024-01-20 14:22:00
4033,S003,Warehouse,34.19,60.68,Critical,1,2024-01-20 14:24:00
4034,S004,Warehouse,23.47,62.41,Normal,0,2024-01-20 14:26:00
4035,S005,Office,24.05,53.98,Normal,0,2024-01-20 14:28:00
4036,S001,Server Room,20.19,45.35,Normal,0,2024-01-20 14:30:00
4037,S002,Server Room,19.06,43.07,Normal,0,2024-01-20 14:32:00
4038,S003,Warehouse,21.72,60.08,Normal,0,2024-01-20 14:34:00
4039,S004,Warehouse,18.6,60.03,Normal,0,2024-01-20 14:36:00
4040,S005,Office,23.85,50.8,Normal,0,2024-01-20 14:38:00
4041,S001,Server Room,22.72,45.96,Normal,0,2024-01-20 14:40:00
4042,S002,Server Room,22.47,43.27,Normal,0,2024-01-20 14:42:00
4043,S003,Warehouse,20.34,60.8,Normal,0,2024-01-20 14:44:00
4044,S004,Warehouse,23.58,63.53,Normal,0,2024-01-20 14:46:00
4045,S005,Office,25.04,53.45,Warning,0,2024-01-20 14:48:00
4046,S001,Server Room,20.48,46.59,Normal,0,2024-01-20 14:50:00
4047,S002,Server Room,16.19,43.45,Normal,1,2024-01-20 14:52:00
4048,S003,Warehouse,18.84,60.98,Normal,0,2024-01-20 14:54:00
4049,S004,Warehouse,20.23,61.45,Normal,0,2024-01-20 14:56:00
4050,S005,Office,24.69,47.33,Normal,0,2024-01-20 14:58:00
4051,S001,Server Room,22.9,47.96,Normal,0,2024-01-20 15:00:00
4052,S002,Server Room,20.62,45.48,Normal,0,2024-01-20 15:02:00
4053,S003,Warehouse,21.98,60.08,Normal,0,2024-01-20 15:04:00
4054,S004,Warehouse,22.24,62.2,Normal,0,2024-01-20 15:06:00
4055,S005,Office,23.27,48.11,Normal,0,2024-01-20 15:08:00
4056,S001,Server Room,19.04,47.55,Normal,0,2024-01-20 15:10:00
4057,S002,Server Room,22.31,43.63,Normal,0,2024-01-20 15:12:00
4058,S003,Warehouse,19.14,61.29,Normal,0,2024-01-20 15:14:00
4059,S004,Warehouse,17.29,62.42,Normal,1,2024-01-20 15:16:00
4060,S005,Office,23.91,51.23,Normal,0,2024-01-20 15:18:00
4061,S001,Server Room,21.65,45.65,Normal,0,2024-01-20 15:20:00
4062,S002,Server Room,20.34,38.93,Normal,0,2024-01-20 15:22:00
4063,S003,Warehouse,14.85,58.73,Normal,1,2024-01-20 15:24:00
4064,S004,Warehouse,19.59,63.53,Normal,0,2024-01-20 15:26:00
4065,S005,Office,23.09,50.57,Normal,0,2024-01-20 15:28:00
4066,S001,Server Room,20.23,47.85,Normal,0,2024-01-20 15:30:00
4067,S002,Server Room,20.18,42.33,Normal,0,2024-01-20 15:32:00
4068,S003,Warehouse,21.91,59.79,Normal,0,2024-01-20 15:34:00
4069,S004,Warehouse,32.76,62.6,Critical,1,2024-01-20 15:36:00
4070,S005,Office,21.45,50.61,Normal,0,2024-01-20 15:38:00
4071,S001,Server Room,22.69,44.34,Normal,0,2024-01-20 15:40:00
4072,S002,Server Room,21.01,44.66,Normal,0,2024-01-20 15:42:00
4073,S003,Warehouse,19.83,56.52,Normal,0,2024-01-20 15:44:00
4074,S004,Warehouse,23.39,63.48,Normal,0,2024-01-20 15:46:00
4075,S005,Office,29.11,45.56,Critical,1,2024-01-20 15:48:00
4076,S001,Server Room,19.02,45.83,Normal,0,2024-01-20 15:50:00
4077,S002,Server Room,22.73,46.06,Normal,0,2024-01-20 15:52:00
4078,S003,Warehouse,19.53,58.29,Normal,0,2024-01-20 15:54:00
4079,S004,Warehouse,19.86,63.49,Normal,0,2024-01-20 15:56:00
4080,S005,Office,23.96,48.46,Normal,0,2024-01-20 15:58:00
4081,S001,Server Room,19.49,44.28,Normal,0,2024-01-20 16:00:00
4082,S002,Server Room,22.39,42.81,Normal,0,2024-01-20 16:02:00
4083,S003,Warehouse,16.79,61.33,Normal,0,2024-01-20 16:04:00
4084,S004,Warehouse,23.72,61.01,Normal,0,2024-01-20 16:06:00
4085,S005,Office,22.19,52.61,Normal,0,2024-01-20 16:08:00
4086,S001,Server Room,20.24,43.48,Normal,0,2024-01-20 16:10:00
4087,S002,Server Room,21.84,44.9,Normal,0,2024-01-20 16:12:00
4088,S003,Warehouse,18.8,53.66,Normal,0,2024-01-20 16:14:00
4089,S004,Warehouse,22.04,61.27,Normal,0,2024-01-20 16:16:00
4090,S005,Office,23.98,49.23,Normal,0,2024-01-20 16:18:00
4091,S001,Server Room,23.46,45.67,Normal,0,2024-01-20 16:20:00
4092,S002,Server Room,20.79,43.94,Normal,0,2024-01-20 16:22:00
4093,S003,Warehouse,22.87,59.58,Normal,0,2024-01-20 16:24:00
4094,S004,Warehouse,21.21,63.9,Normal,0,2024-01-20 16:26:00
4095,S005,Office,24.57,51.56,Normal,0,2024-01-20 16:28:00
4096,S001,Server Room,21.91,43.84,Normal,0,2024-01-20 16:30:00
4097,S002,Server Room,22.01,42.87,Normal,0,2024-01-20 16:32:00
4098,S003,Warehouse,20.31,61.46,Normal,0,2024-01-20 16:34:00
4099,S004,Warehouse,22.42,61.83,Normal,0,2024-01-20 16:36:00
4100,S005,Office,22.87,50.43,Normal,0,2024-01-20 16:38:00
4101,S001,Server Room,19.75,44.63,Normal,0,2024-01-20 16:40:00
4102,S002,Server Room,21.67,43.86,Normal,0,2024-01-20 16:42:00
4103,S003,Warehouse,22.61,55.84,Normal,0,2024-01-20 16:44:00
4104,S004,Warehouse,20.35,61.29,Normal,0,2024-01-20 16:46:00
4105,S005,Office,23.2,52.12,Normal,0,2024-01-20 16:48:00
4106,S001,Server Room,13.8,46.24,Warning,1,2024-01-20 16:50:00
4107,S002,Server Room,19.42,45.29,Normal,0,2024-01-20 16:52:00
4108,S003,Warehouse,21.62,58.51,Normal,0,2024-01-20 16:54:00
4109,S004,Warehouse,16.57,63.76,Normal,0,2024-01-20 16:56:00
4110,S005,Office,24.06,52.91,Normal,0,2024-01-20 16:58:00
4111,S001,Server Room,20.81,44.96,Normal,0,2024-01-20 17:00:00
4112,S002,Server Room,19.3,46.4,Normal,0,2024-01-20 17:02:00
4113,S003,Warehouse,21.96,56.49,Normal,0,2024-01-20 17:04:00
4114,S004,Warehouse,17.51,59.24,Normal,0,2024-01-20 17:06:00
4115,S005,Office,22.36,51.31,Normal,0,2024-01-20 17:08:00
4116,S001,Server Room,20.29,41.24,Normal,0,2024-01-20 17:10:00
4117,S002,Server Room,21.57,48.97,Normal,0,2024-01-20 17:12:00
4118,S003,Warehouse,19.69,61.47,Normal,0,2024-01-20 17:14:00
4119,S004,Warehouse,13.71,64.76,Normal,1,2024-01-20 17:16:00
4120,S005,Office,22.38,49.75,Normal,0,2024-01-20 17:18:00
4121,S001,Server Room,19.27,44.67,Normal,0,2024-01-20 17:20:00
4122,S002,Server Room,21.53,42.88,Normal,0,2024-01-20 17:22:00
4123,S003,Warehouse,21.47,60.2,Normal,0,2024-01-20 17:24:00
4124,S004,Warehouse,20.33,66.0,Normal,0,2024-01-20 17:26:00
4125,S005,Office,24.42,48.86,Normal,0,2024-01-20 17:28:00
4126,S001,Server Room,18.73,41.73,Normal,0,2024-01-20 17:30:00
4127,S002,Server Room,20.49,42.84,Normal,0,2024-01-20 17:32:00
4128,S003,Warehouse,19.13,60.6,Normal,0,2024-01-20 17:34:00
4129,S004,Warehouse,20.26,60.27,Normal,0,2024-01-20 17:36:00
4130,S005,Office,22.69,49.54,Normal,0,2024-01-20 17:38:00
4131,S001,Server Room,21.21,49.33,Normal,0,2024-01-20 17:40:00
4132,S002,Server Room,21.68,42.86,Normal,0,2024-01-20 17:42:00
4133,S003,Warehouse,21.96,61.16,Normal,0,2024-01-20 17:44:00
4134,S004,Warehouse,17.15,61.0,Normal,0,2024-01-20 17:46:00
4135,S005,Office,23.89,50.79,Normal,0,2024-01-20 17:48:00
4136,S001,Server Room,24.82,43.46,Normal,0,2024-01-20 17:50:00
4137,S002,Server Room,21.32,46.17,Normal,0,2024-01-20 17:52:00
4138,S003,Warehouse,17.61,59.63,Normal,0,2024-01-20 17:54:00
4139,S004,Warehouse,20.81,61.06,Normal,0,2024-01-20 17:56:00
4140,S005,Office,24.74,49.85,Normal,0,2024-01-20 17:58:00
4141,S001,Server Room,19.68,45.2,Normal,0,2024-01-20 18:00:00
4142,S002,Server Room,19.95,43.0,Normal,0,2024-01-20 18:02:00
4143,S003,Warehouse,35.27,58.1,Critical,1,2024-01-20 18:04:00
4144,S004,Warehouse,21.02,63.57,Normal,0,2024-01-20 18:06:00
4145,S005,Office,21.67,49.43,Normal,0,2024-01-20 18:08:00
4146,S001,Server Room,20.06,48.51,Normal,0,2024-01-20 18:10:00
4147,S002,Server Room,21.2,42.38,Normal,0,2024-01-20 18:12:00
4148,S003,Warehouse,16.36,57.59,Normal,0,2024-01-20 18:14:00
4149,S004,Warehouse,20.88,61.04,Normal,0,2024-01-20 18:16:00
4150,S005,Office,23.38,48.91,Normal,0,2024-01-20 18:18:00
4151,S001,Server Room,20.43,44.91,Normal,0,2024-01-20 18:20:00
4152,S002,Server Room,20.98,43.37,Normal,0,2024-01-20 18:22:00
4153,S003,Warehouse,19.43,58.94,Normal,0,2024-01-20 18:24:00
4154,S004,Warehouse,21.08,59.64,Normal,0,2024-01-20 18:26:00
4155,S005,Office,24.21,50.04,Normal,0,2024-01-20 18:28:00
4156,S001,Server Room,21.81,47.31,Normal,0,2024-01-20 18:30:00
4157,S002,Server Room,22.74,41.99,Normal,0,2024-01-20 18:32:00
4158,S003,Warehouse,20.76,59.61,Normal,0,2024-01-20 18:34:00
4159,S004,Warehouse,21.03,60.7,Normal,0,2024-01-20 18:36:00
4160,S005,Office,22.59,47.0,Normal,0,2024-01-20 18:38:00
4161,S001,Server Room,22.19,47.42,Normal,0,2024-01-20 18:40:00
4162,S002,Server Room,19.99,42.36,Normal,0,2024-01-20 18:42:00
4163,S003,Warehouse,19.94,59.25,Normal,0,2024-01-20 18:44:00
4164,S004,Warehouse,17.77,61.84,Normal,0,2024-01-20 18:46:00
4165,S005,Office,23.78,53.38,Normal,0,2024-01-20 18:48:00
4166,S001,Server Room,18.34,47.62,Normal,0,2024-01-20 18:50:00
4167,S002,Server Room,20.75,44.21,Normal,0,2024-01-20 18:52:00
4168,S003,Warehouse,19.58,57.5,Normal,0,2024-01-20 18:54:00
4169,S004,Warehouse,23.95,62.38,Normal,0,2024-01-20 18:56:00
4170,S005,Office,23.36,50.97,Normal,0,2024-01-20 18:58:00
4171,S001,Server Room,19.61,42.23,Normal,0,2024-01-20 19:00:00
4172,S002,Server Room,21.12,44.25,Normal,0,2024-01-20 19:02:00
4173,S003,Warehouse,20.53,59.04,Normal,0,2024-01-20 19:04:00
4174,S004,Warehouse,20.0,62.92,Normal,0,2024-01-20 19:06:00
4175,S005,Office,24.29,50.83,Normal,0,2024-01-20 19:08:00
4176,S001,Server Room,20.47,44.0,Normal,0,2024-01-20 19:10:00
4177,S002,Server Room,20.05,45.38,Normal,0,2024-01-20 19:12:00
4178,S003,Warehouse,24.14,61.05,Normal,0,2024-01-20 19:14:00
4179,S004,Warehouse,13.26,61.94,Normal,1,2024-01-20 19:16:00
4180,S005,Office,22.17,50.67,Normal,0,2024-01-20 19:18:00
4181,S001,Server Room,17.15,42.93,Normal,0,2024-01-20 19:20:00
4182,S002,Server Room,21.15,43.42,Normal,0,2024-01-20 19:22:00
4183,S003,Warehouse,18.77,58.45,Normal,0,2024-01-20 19:24:00
4184,S004,Warehouse,21.35,58.83,Normal,0,2024-01-20 19:26:00
4185,S005,Office,23.8,51.93,Normal,0,2024-01-20 19:28:00
4186,S001,Server Room,20.63,46.89,Normal,0,2024-01-20 19:30:00
4187,S002,Server Room,22.11,44.26,Normal,0,2024-01-20 19:32:00
4188,S003,Warehouse,19.77,58.61,Normal,0,2024-01-20 19:34:00
4189,S004,Warehouse,19.07,63.17,Normal,0,2024-01-20 19:36:00
4190,S005,Office,24.44,54.05,Normal,0,2024-01-20 19:38:00
4191,S001,Server Room,17.85,42.6,Normal,0,2024-01-20 19:40:00
4192,S002,Server Room,21.72,47.71,Normal,0,2024-01-20 19:42:00
4193,S003,Warehouse,19.15,61.41,Normal,0,2024-01-20 19:44:00
4194,S004,Warehouse,20.17,61.39,Normal,0,2024-01-20 19:46:00
4195,S005,Office,22.4,50.49,Normal,0,2024-01-20 19:48:00
4196,S001,Server Room,18.46,47.02,Normal,0,2024-01-20 19:50:00
4197,S002,Server Room,22.67,42.84,Normal,0,2024-01-20 19:52:00
4198,S003,Warehouse,19.49,59.09,Normal,0,2024-01-20 19:54:00
4199,S004,Warehouse,20.89,64.33,Normal,0,2024-01-20 19:56:00
4200,S005,Office,31.77,47.86,Critical,1,2024-01-20 19:58:00
4201,S001,Server Room,20.83,44.79,Normal,0,2024-01-20 20:00:00
4202,S002,Server Room,24.77,44.1,Normal,0,2024-01-20 20:02:00
4203,S003,Warehouse,19.63,64.6,Normal,0,2024-01-20 20:04:00
4204,S004,Warehouse,19.89,63.04,Normal,0,2024-01-20 20:06:00
4205,S005,Office,23.05,50.68,Normal,0,2024-01-20 20:08:00
4206,S001,Server Room,21.51,46.99,Normal,0,2024-01-20 20:10:00
4207,S002,Server Room,18.6,41.82,Normal,0,2024-01-20 20:12:00
4208,S003,Warehouse,20.85,57.97,Normal,0,2024-01-20 20:14:00
4209,S004,Warehouse,23.58,62.4,Normal,0,2024-01-20 20:16:00
4210,S005,Office,22.41,49.42,Normal,0,2024-01-20 20:18:00
4211,S001,Server Room,21.62,46.35,Normal,0,2024-01-20 20:20:00
4212,S002,Server Room,20.85,43.02,Normal,0,2024-01-20 20:22:00
4213,S003,Warehouse,23.88,61.88,Normal,0,2024-01-20 20:24:00
4214,S004,Warehouse,21.75,62.45,Normal,0,2024-01-20 20:26:00
4215,S005,Office,23.9,49.97,Normal,0,2024-01-20 20:28:00
4216,S001,Server Room,18.2,44.74,Normal,0,2024-01-20 20:30:00
4217,S002,Server Room,22.23,47.43,Normal,0,2024-01-20 20:32:00
4218,S003,Warehouse,19.32,63.66,Normal,0,2024-01-20 20:34:00
4219,S004,Warehouse,20.7,63.84,Normal,0,2024-01-20 20:36:00
4220,S005,Office,24.47,49.88,Normal,0,2024-01-20 20:38:00
4221,S001,Server Room,21.76,45.2,Normal,0,2024-01-20 20:40:00
4222,S002,Server Room,22.98,45.89,Normal,0,2024-01-20 20:42:00
4223,S003,Warehouse,21.49,58.54,Normal,0,2024-01-20 20:44:00
4224,S004,Warehouse,18.35,59.09,Normal,0,2024-01-20 20:46:00
4225,S005,Office,25.2,47.32,Warning,0,2024-01-20 20:48:00
4226,S001,Server Room,22.12,47.17,Normal,0,2024-01-20 20:50:00
4227,S002,Server Room,21.56,45.06,Normal,0,2024-01-20 20:52:00
4228,S003,Warehouse,20.23,56.22,Normal,0,2024-01-20 20:54:00
4229,S004,Warehouse,20.27,61.54,Normal,0,2024-01-20 20:56:00
4230,S005,Office,15.42,51.57,Warning,1,2024-01-20 20:58:00
4231,S001,Server Room,20.33,45.17,Normal,0,2024-01-20 21:00:00
4232,S002,Server Room,20.57,44.6,Normal,0,2024-01-20 21:02:00
4233,S003,Warehouse,22.26,58.93,Normal,0,2024-01-20 21:04:00
4234,S004,Warehouse,20.3,61.16,Normal,0,2024-01-20 21:06:00
4235,S005,Office,22.33,50.93,Normal,0,2024-01-20 21:08:00
4236,S001,Server Room,19.5,44.52,Normal,0,2024-01-20 21:10:00
4237,S002,Server Room,22.45,44.67,Normal,0,2024-01-20 21:12:00
4238,S003,Warehouse,21.8,59.16,Normal,0,2024-01-20 21:14:00
4239,S004,Warehouse,20.69,61.78,Normal,0,2024-01-20 21:16:00
4240,S005,Office,23.45,52.14,Normal,0,2024-01-20 21:18:00
4241,S001,Server Room,19.68,45.3,Normal,0,2024-01-20 21:20:00
4242,S002,Server Room,20.58,42.07,Normal,0,2024-01-20 21:22:00
4243,S003,Warehouse,20.96,59.91,Normal,0,2024-01-20 21:24:00
4244,S004,Warehouse,22.93,65.33,Normal,0,2024-01-20 21:26:00
4245,S005,Office,22.55,49.37,Normal,0,2024-01-20 21:28:00
4246,S001,Server Room,20.6,46.32,Normal,0,2024-01-20 21:30:00
4247,S002,Server Room,13.25,39.83,Warning,1,2024-01-20 21:32:00
4248,S003,Warehouse,20.56,58.52,Normal,0,2024-01-20 21:34:00
4249,S004,Warehouse,22.29,62.7,Normal,0,2024-01-20 21:36:00
4250,S005,Office,23.44,49.1,Normal,0,2024-01-20 21:38:00
4251,S001,Server Room,21.97,46.55,Normal,0,2024-01-20 21:40:00
4252,S002,Server Room,22.45,37.42,Normal,0,2024-01-20 21:42:00
4253,S003,Warehouse,21.66,62.87,Normal,0,2024-01-20 21:44:00
4254,S004,Warehouse,22.79,59.64,Normal,0,2024-01-20 21:46:00
4255,S005,Office,24.14,49.12,Normal,0,2024-01-20 21:48:00
4256,S001,Server Room,18.42,44.67,Normal,0,2024-01-20 21:50:00
4257,S002,Server Room,20.61,42.9,Normal,0,2024-01-20 21:52:00
4258,S003,Warehouse,25.37,60.52,Normal,0,2024-01-20 21:54:00
4259,S004,Warehouse,19.63,61.84,Normal,0,2024-01-20 21:56:00
4260,S005,Office,23.06,50.6,Normal,0,2024-01-20 21:58:00
4261,S001,Server Room,21.3,45.25,Normal,0,2024-01-20 22:00:00
4262,S002,Server Room,21.98,45.21,Normal,0,2024-01-20 22:02:00
4263,S003,Warehouse,25.92,62.67,Normal,0,2024-01-20 22:04:00
4264,S004,Warehouse,16.09,60.06,Normal,0,2024-01-20 22:06:00
4265,S005,Office,24.77,44.92,Normal,0,2024-01-20 22:08:00
4266,S001,Server Room,30.79,45.87,Critical,1,2024-01-20 22:10:00
4267,S002,Server Room,19.18,44.47,Normal,0,2024-01-20 22:12:00
4268,S003,Warehouse,19.9,62.06,Normal,0,2024-01-20 22:14:00
4269,S004,Warehouse,20.25,65.56,Normal,0,2024-01-20 22:16:00
4270,S005,Office,23.31,49.95,Normal,0,2024-01-20 22:18:00
4271,S001,Server Room,18.3,44.04,Normal,0,2024-01-20 22:20:00
4272,S002,Server Room,22.4,45.32,Normal,0,2024-01-20 22:22:00
4273,S003,Warehouse,21.9,63.83,Normal,0,2024-01-20 22:24:00
4274,S004,Warehouse,20.09,60.07,Normal,0,2024-01-20 22:26:00
4275,S005,Office,23.98,50.58,Normal,0,2024-01-20 22:28:00
4276,S001,Server Room,20.47,41.05,Normal,0,2024-01-20 22:30:00
4277,S002,Server Room,21.37,43.76,Normal,0,2024-01-20 22:32:00
4278,S003,Warehouse,25.12,59.11,Normal,0,2024-01-20 22:34:00
4279,S004,Warehouse,22.98,61.39,Normal,0,2024-01-20 22:36:00
4280,S005,Office,21.99,52.69,Normal,0,2024-01-20 22:38:00
4281,S001,Server Room,18.76,45.83,Normal,0,2024-01-20 22:40:00
4282,S002,Server Room,21.9,49.25,Normal,0,2024-01-20 22:42:00
4283,S003,Warehouse,16.27,58.62,Normal,0,2024-01-20 22:44:00
4284,S004,Warehouse,18.9,60.98,Normal,0,2024-01-20 22:46:00
4285,S005,Office,22.58,44.88,Normal,0,2024-01-20 22:48:00
4286,S001,Server Room,22.65,46.22,Normal,0,2024-01-20 22:50:00
4287,S002,Server Room,21.18,43.68,Normal,0,2024-01-20 22:52:00
4288,S003,Warehouse,19.21,57.82,Normal,0,2024-01-20 22:54:00
4289,S004,Warehouse,21.58,58.88,Normal,0,2024-01-20 22:56:00
4290,S005,Office,24.21,47.84,Normal,0,2024-01-20 22:58:00
4291,S001,Server Room,16.99,49.03,Normal,0,2024-01-20 23:00:00
4292,S002,Server Room,21.98,42.62,Normal,0,2024-01-20 23:02:00
4293,S003,Warehouse,14.35,58.34,Normal,1,2024-01-20 23:04:00
4294,S004,Warehouse,21.85,62.39,Normal,0,2024-01-20 23:06:00
4295,S005,Office,22.93,51.31,Normal,0,2024-01-20 23:08:00
4296,S001,Server Room,22.43,45.15,Normal,0,2024-01-20 23:10:00
4297,S002,Server Room,15.14,46.07,Normal,1,2024-01-20 23:12:00
4298,S003,Warehouse,20.72,59.52,Normal,0,2024-01-20 23:14:00
4299,S004,Warehouse,22.1,61.36,Normal,0,2024-01-20 23:16:00
4300,S005,Office,25.3,48.98,Warning,0,2024-01-20 23:18:00
4301,S001,Server Room,20.24,48.23,Normal,0,2024-01-20 23:20:00
4302,S002,Server Room,22.56,42.94,Normal,0,2024-01-20 23:22:00
4303,S003,Warehouse,20.88,60.73,Normal,0,2024-01-20 23:24:00
4304,S004,Warehouse,13.28,59.32,Normal,1,2024-01-20 23:26:00
4305,S005,Office,23.51,48.64,Normal,0,2024-01-20 23:28:00
4306,S001,Server Room,19.13,43.1,Normal,0,2024-01-20 23:30:00
4307,S002,Server Room,22.77,46.22,Normal,0,2024-01-20 23:32:00
4308,S003,Warehouse,20.4,58.83,Normal,0,2024-01-20 23:34:00
4309,S004,Warehouse,20.71,61.52,Normal,0,2024-01-20 23:36:00
4310,S005,Office,24.69,50.82,Normal,0,2024-01-20 23:38:00
4311,S001,Server Room,21.6,42.19,Normal,0,2024-01-20 23:40:00
4312,S002,Server Room,19.15,45.5,Normal,0,2024-01-20 23:42:00
4313,S003,Warehouse,21.16,61.71,Normal,0,2024-01-20 23:44:00
4314,S004,Warehouse,19.16,64.55,Normal,0,2024-01-20 23:46:00
4315,S005,Office,24.24,49.02,Normal,0,2024-01-20 23:48:00
4316,S001,Server Room,34.63,42.55,Critical,1,2024-01-20 23:50:00
4317,S002,Server Room,21.42,45.61,Normal,0,2024-01-20 23:52:00
4318,S003,Warehouse,19.95,62.91,Normal,0,2024-01-20 23:54:00
4319,S004,Warehouse,19.67,59.07,Normal,0,2024-01-20 23:56:00
4320,S005,Office,24.97,51.45,Normal,0,2024-01-20 23:58:00
4321,S001,Server Room,19.57,44.95,Normal,0,2024-01-21 00:00:00
4322,S002,Server Room,21.09,42.97,Normal,0,2024-01-21 00:02:00
4323,S003,Warehouse,20.31,60.25,Normal,0,2024-01-21 00:04:00
4324,S004,Warehouse,19.41,63.13,Normal,0,2024-01-21 00:06:00
4325,S005,Office,22.95,50.39,Normal,0,2024-01-21 00:08:00
4326,S001,Server Room,26.5,45.32,Warning,0,2024-01-21 00:10:00
4327,S002,Server Room,20.72,45.36,Normal,0,2024-01-21 00:12:00
4328,S003,Warehouse,18.94,59.89,Normal,0,2024-01-21 00:14:00
4329,S004,Warehouse,20.24,62.52,Normal,0,2024-01-21 00:16:00
4330,S005,Office,22.96,47.54,Normal,0,2024-01-21 00:18:00
4331,S001,Server Room,19.88,42.8,Normal,0,2024-01-21 00:20:00
4332,S002,Server Room,20.22,44.77,Normal,0,2024-01-21 00:22:00
4333,S003,Warehouse,20.62,60.6,Normal,0,2024-01-21 00:24:00
4334,S004,Warehouse,19.44,61.21,Normal,0,2024-01-21 00:26:00
4335,S005,Office,23.79,48.42,Normal,0,2024-01-21 00:28:00
4336,S001,Server Room,17.52,41.04,Normal,1,2024-01-21 00:30:00
4337,S002,Server Room,24.85,44.19,Normal,0,2024-01-21 00:32:00
4338,S003,Warehouse,18.34,60.35,Normal,0,2024-01-21 00:34:00
4339,S004,Warehouse,21.1,62.14,Normal,0,2024-01-21 00:36:00
4340,S005,Office,23.81,52.25,Normal,0,2024-01-21 00:38:00
4341,S001,Server Room,21.68,44.71,Normal,0,2024-01-21 00:40:00
4342,S002,Server Room,20.99,40.2,Normal,0,2024-01-21 00:42:00
4343,S003,Warehouse,18.18,59.12,Normal,0,2024-01-21 00:44:00
4344,S004,Warehouse,19.71,62.1,Normal,0,2024-01-21 00:46:00
4345,S005,Office,22.29,51.15,Normal,0,2024-01-21 00:48:00
4346,S001,Server Room,19.97,45.17,Normal,0,2024-01-21 00:50:00
4347,S002,Server Room,21.45,42.29,Normal,0,2024-01-21 00:52:00
4348,S003,Warehouse,20.76,61.69,Normal,0,2024-01-21 00:54:00
4349,S004,Warehouse,19.7,61.1,Normal,0,2024-01-21 00:56:00
4350,S005,Office,22.32,46.2,Normal,0,2024-01-21 00:58:00
4351,S001,Server Room,18.87,45.25,Normal,0,2024-01-21 01:00:00
4352,S002,Server Room,20.89,42.79,Normal,0,2024-01-21 01:02:00
4353,S003,Warehouse,18.7,59.07,Normal,0,2024-01-21 01:04:00
4354,S004,Warehouse,21.15,58.71,Normal,0,2024-01-21 01:06:00
4355,S005,Office,23.74,51.02,Normal,0,2024-01-21 01:08:00
4356,S001,Server Room,18.22,46.48,Normal,0,2024-01-21 01:10:00
4357,S002,Server Room,22.02,43.22,Normal,0,2024-01-21 01:12:00
4358,S003,Warehouse,21.82,62.15,Normal,0,2024-01-21 01:14:00
4359,S004,Warehouse,19.52,61.29,Normal,0,2024-01-21 01:16:00
4360,S005,Office,22.63,45.86,Normal,0,2024-01-21 01:18:00
4361,S001,Server Room,20.09,44.53,Normal,0,2024-01-21 01:20:00
4362,S002,Server Room,14.92,42.61,Warning,1,2024-01-21 01:22:00
4363,S003,Warehouse,16.64,58.5,Normal,0,2024-01-21 01:24:00
4364,S004,Warehouse,21.34,61.97,Normal,0,2024-01-21 01:26:00
4365,S005,Office,22.82,52.35,Normal,0,2024-01-21 01:28:00
4366,S001,Server Room,21.76,44.52,Normal,0,2024-01-21 01:30:00
4367,S002,Server Room,23.39,44.75,Normal,0,2024-01-21 01:32:00
4368,S003,Warehouse,17.49,58.92,Normal,0,2024-01-21 01:34:00
4369,S004,Warehouse,24.77,62.47,Normal,0,2024-01-21 01:36:00
4370,S005,Office,24.38,49.83,Normal,0,2024-01-21 01:38:00
4371,S001,Server Room,19.96,45.35,Normal,0,2024-01-21 01:40:00
4372,S002,Server Room,21.93,43.38,Normal,0,2024-01-21 01:42:00
4373,S003,Warehouse,17.68,58.83,Normal,0,2024-01-21 01:44:00
4374,S004,Warehouse,17.89,62.19,Normal,0,2024-01-21 01:46:00
4375,S005,Office,24.06,51.84,Normal,0,2024-01-21 01:48:00
4376,S001,Server Room,19.73,43.0,Normal,0,2024-01-21 01:50:00
4377,S002,Server Room,22.41,46.32,Normal,0,2024-01-21 01:52:00
4378,S003,Warehouse,21.78,62.05,Normal,0,2024-01-21 01:54:00
4379,S004,Warehouse,25.23,65.22,Normal,0,2024-01-21 01:56:00
4380,S005,Office,22.51,51.29,Normal,0,2024-01-21 01:58:00
4381,S001,Server Room,23.47,46.97,Normal,0,2024-01-21 02:00:00
4382,S002,Server Room,23.14,42.33,Normal,0,2024-01-21 02:02:00
4383,S003,Warehouse,21.33,58.41,Normal,0,2024-01-21 02:04:00
4384,S004,Warehouse,20.66,60.72,Normal,0,2024-01-21 02:06:00
4385,S005,Office,23.71,51.97,Normal,0,2024-01-21 02:08:00
4386,S001,Server Room,21.17,51.09,Normal,0,2024-01-21 02:10:00
4387,S002,Server Room,20.6,44.58,Normal,0,2024-01-21 02:12:00
4388,S003,Warehouse,22.06,62.47,Normal,0,2024-01-21 02:14:00
4389,S004,Warehouse,21.1,58.99,Normal,0,2024-01-21 02:16:00
4390,S005,Office,22.94,49.89,Normal,0,2024-01-21 02:18:00
4391,S001,Server Room,21.02,47.47,Normal,0,2024-01-21 02:20:00
4392,S002,Server Room,22.49,42.49,Normal,0,2024-01-21 02:22:00
4393,S003,Warehouse,18.91,57.57,Normal,0,2024-01-21 02:24:00
4394,S004,Warehouse,20.95,64.22,Normal,0,2024-01-21 02:26:00
4395,S005,Office,22.6,50.29,Normal,0,2024-01-21 02:28:00
